nombre,codigo,hexadecimal,rgb,libro,cartilla,linea,marca,base,cuarto1,cuarto2,cuarto3,cuarto4,galon1,galon2,galon3,galon4,cubeta1,cubeta2,cubeta3,cubeta4
AMARILLO,1406,D59E04,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
AZUL,1408,19376A,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
ROJO,1404,A31310,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
NARANJA,1432,CF4216,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
VERDE CROMO,1414,071D12,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
MENTA ,1427,3E8863,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
MARFIL,1420,CAB587,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
CELESTE,1425,5195A0,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
ARRECIFE ,1436,146374,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
MELOCOTÓN,1477,CD9A71,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
BEIGE,1440,C3AC8C,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
TEJA,1439,983625,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
AMARILLO SUAVE,1441,E5D393,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
TURQUESA,1418,1E8175,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
FUCSIA,1422,CC3546,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
CHOCOLATE,1476,4C3134,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
VERDE CÉSPED,1428,16612B,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
BLANCO HUESO,1442,D0C8B2,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
CIELO,1438,7492B8,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
ROJO ÓXIDO,1430,540B0B,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
ROSADO,1421,C5696B,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
BLANCO,1400,FFFFFF,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
NEGRO,1402,000000,,DOMESTIC-GLOSS,DOMESTIC-GLOSS,14,PALETA,,,,,,,,,,,,,
AQUAL,4216,94C2C5,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
MARFIL,4212,D3D2BE,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
MANDARINA,4229,C7914B,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
VERDE JARDÍN,4230,4D9645,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
AZUL CELESTE,4228,72A3C2,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
LILAS,4227,D6A2B7,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
BLANCO HUESO,4211,D7CBB3,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
MENTA,4217,A1C3B6,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
MELÓN,4220,CAA86B,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
CELESTE,4219,A7B3B3,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
ROSADO,4225,BB997E,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
BLANCO,4210,000000,,ROYAL,ROYAL,42,PALETA,,,,,,,,,,,,,
KNOCKOUT RED,261A,9C2F38,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
SENATE BLUE,5223D,475677,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
GRAYCLOTH,4211P,AFAFAD,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
AMARILLO AZTECA,4328,D2AB1F,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
ROJO LADRILLO,4338,54211A,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
AZUL HORIZONTE,4367,333D53,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
FLORENCE BLUE,1183D,00739f,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
BLANCO HUESO,4322,D1C08E,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
PURITAN BLACK,4213D,2B3239,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
BORDEAU BROW,154A,492D36,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
STAIRSTEP,4054T,AA8D62,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
CORAL BRUST,127,D07C8E,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
AMARILLO TOSTADO,4358,AA8338,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
VERDE CAZADOR,4348,1A433F,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
TEJA,4334,D0583D,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
FULL WINE,192A,49283F,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
BLANCO ANTIGUO,4321,C3C2B2,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
PIEL DE DURAZNO,4359,C77363,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
PUEBLO BLUE,3163D,106375,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
KORALLE,7093D,F35B4D,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
YOUNG YELLOW,279,FBE883,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
COLLEEN GREEN,23A,63963c,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
ACACIA AIRE,118,E4B6A7,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
ALPINE PINK,7143D,E84A6D,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
SORBETE NARANJA,4308,EB6234,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
VERDE MANZANA,4309,82A851,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
MELÓN DULCE,4360,FF793E,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
CARRIAGE RED,191A,430002,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
OLIVA VERDE,4314,867237,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
ARENA BLANCA,4357,BBB58B,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
RED PURPLE,193A,360F27,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
PROPHETIC PURPLE,7183D,65467F,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
MARSH MARIGOLD,7043D,ED9100,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
MOUNTAIN SHADOW,203A,312B4E,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
LIGHT LICHEN,3084T,9DAD7E,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
CELESTE PARÍS,4335,6B84A3,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
BLANCO,4320,000000,,DOMESTIC-WALL,DOMESTIC-WALL,43,PALETA,,,,,,,,,,,,,
AQUA MARINA,5350,26735D,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ACERO,5345,8B9298,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
TEJA,5339,541C1F,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
BLANCO HUESO,5340,FFE17C,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
VERDE NATURAL,5313,152A13,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ROJO PROFUNDO,5349,7F060B,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
MELOCOTÓN,5330,FD9968,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
MANZANA,5347,689f3b,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
CELESTE PASTEL,5348,64A3FF,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
AMARILLO CATERPILLAR,5344,D89802,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
NARANJA,5346,FF2D00,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
TERRACOTA,5318,350F0E,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
VAINILLA,5308,F7B55D,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
JADE,5306,16543c,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ARVEJA,5342,D2F67B,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
AZUL IMPERIO,5341,283E5C,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ROJO ALERTA,5309,BC2723,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
MAPLE,5315,31272A,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
DORADO,5343,986B1D,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ALUMINIO,5319,9D9D9D,,DOMESTIC-ENAMEL,DOMESTIC-ENAMEL,53,PALETA,,,,,,,,,,,,,
ROSA GÜIPIL,3E3-4,F99677,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
AMARILLO CLÁSICO,3I16,F4B34E,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
ROJO COCHINILLA,3D3-7,BA2F0F,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
CELESTE LIBERAL,6N1-5,82AFC9,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
GRIS CANTERA,6K1-6,786751,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
ROJO HORMIGO,4E2-6,C2462E,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
CELESTE CULAHÁ,5P2-3,95CDD7,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
AZUL AÑIL,5R1-6,314769,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
AMARILLO TRIGO,2H3-6,FF9B00,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
ROJO TECOMATE,3D3-5,F56F72,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
CELESTE LUNA,6M2-3,9BB6CC,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
VERDE XELAJÚ,1N1-4,7DF8b5,,QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,PALETA,,,,,,,,,,,,,
RAFAEL,RAFAEL,F6F1E1,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
CORPUS,CORPUS,FFF8D8,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
REFORMA,REFORMA,FFEAB3,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
MINERMA,MINERMA,F5D05E,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
FRAPPÉ,FRAPPÉ,FFE5B6,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
TAMARINDO,TAMARINDO,EFCDBE,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
SHAKESPEARE,SHAKESPEARE,FAC2A7,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
FATIMA,FATIMA,F5B7BC,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
NOVIEMBRE,NOVIEMBRE,FF97A2,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
YERBABUENA,YERBABUENA,82FFE5,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
CAPRICCE,CAPRICCE,82FFE5,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
MOSS,MOSS,7F8C3E,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
ROMANCE,ROMANCE,FFFDBA,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
ATARDECER,ATARDECER,D5933C,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
MOCCA,MOCCA,443529,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
ESTACIÓN CENTRAL,ESTACIÓN CENTRAL,856E3D,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
ENCAJE,ENCAJE,FFC5C2,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
PILASTRA,PILASTRA,7E8287,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
SIXTINA,SIXTINA,33527B,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
PODIUM,PODIUM,004EC2,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
ALTAR,ALTAR,FFF8FD,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
RENACIMIENTO,RENACIMIENTO,F7F9FF,,CENTRO-HISTORICO,CENTRO-HISTORICO,Neo-Clasico-y-Renacentista ,PALETA,,,,,,,,,,,,,
BLANCO JET,BLANCO JET,DADBD5,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
CITRON,CITRON,FFFF61,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
EBONY,EBONY,F0DEAB,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
LATTE,LATTE,F3AF57,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
MELBA,MELBA,FF8A50,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
VAINILLA,VAINILLA,F0B26C,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
TIFFANY,TIFFANY,F9F1FF,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
FLAMINGO,FLAMINGO,FF708C,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
CELESTE DECO,CELESTE DECO,90AAFF,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
CELESTE CIELO,CELESTE CIELO,809EB5,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
PISTACCIO,PISTACCIO,BDAD80,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
BOULEVARD,BOULEVARD,D9C2A6,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
ROOSEVETH,ROOSEVETH,FEFFF4,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
REVOLUCION ,REVOLUCION ,BAA59E,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
GRIS SEXTA ,GRIS SEXTA ,8C7C74,,CENTRO-HISTORICO,CENTRO-HISTORICO,Art-Deco,PALETA,,,,,,,,,,,,,
CATEDRAL,CATEDRAL,D9A300,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
OVALLE,OVALLE,FF8E48,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
OLVIDO,OLVIDO,986129,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
FERROCARRIL,FERROCARRIL,A32829,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
VERBENA,VERBENA,D12326,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
DULCE ZAPOTE,DULCE ZAPOTE,913328,,CENTRO-HISTORICO,CENTRO-HISTORICO,Tradicional,PALETA,,,,,,,,,,,,,
ALMENDRA,3625,9C8564,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AMARILLO AMANECER,3624,FFC651,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
ALBARICOQUE,3626,FA9763,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
MENTA CLARA ,3616,B3FFB8,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
ROSA SUAVE,3630,FFA2B2,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
CELESTE BRISA,3634,A1BEE3,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
GRIS MINERAL,3633,878181,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
CAFÉ QUEMADO,3629,453133,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AMARILLO ANTIGUO,3628,B25A00,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AQUA INTENSO,3619,27828C,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
VERDE VERANO,3617,BEC833,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
NARANAJA OTOÑO,3627,DE6012,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
PALO ROSA,3631,A54457,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AZUL NACIONAL,3635,1948A1,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
LAVANDA,3632,9365CF,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
ÓXIDO,3641,96473D,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
TEJA,3642,9F432A,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
VERDE INTENSO,3603,2A4B44,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AQUA VIVO,3618,45D1C5,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
ROJO INTENSO,3601,9A1D23,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AMARILLO INTENSO,3600,DDBD1F,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
BLANCO ANTIGUO,3668,FFF4C2,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
BLANCO HUESO,3657,F3D2AC,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
MELOCOTÓN,3692,D1A794,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
VAINILLA,3623,FFE79F,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
MARFIL,3669,E3C57B,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
BLANCO,3650,000000,,STANDARD,STANDARD,36,PALETA,,,,,,,,,,,,,
AMARILLO PENSATIVO,4G3-6,ED914F,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
AMARLLO TRIDENTINO,4H1-8,7C380C,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
ROJO CONCEPCION,3E2-6,CE3E2D,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
OCRE,4F2-8,A44815,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
ROJO SANTO DOMINGO,4C2-8,361714,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
AMARILLO LA MERCED,3G2-6,EB8554,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
AMARILLO JOCOTENANGO,3I2-7,FCC854,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
CELESTE SANTIAGO,1Q1-4,78BFCE,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
CELESTE COLONIAL,4R2-5,9CB2D1,,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,ANTIGUA-GUATEMALA,PALETA,,,,,,,,,,,,,
BLANCO ANTIGUO,2354,FEFACC,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
BLANCO RÚSTICO,2311,F3EFBC,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
BLANCO HUESO,2303,FFE9B4,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
AMARILLO MOSTAZA,2316,F2A94B,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
MANDARINA,2307,FF5506,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
AMARILLO TULIPAN,2310,FFB507,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
TURQUESA,2308,56DF9E,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
VERDE SELVA,2309,427D46,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
TEJA,2312,C45336,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
CONCRETO,2313,755856,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
VERDE KIWI,2314,87BA3D,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
ROJO,2315,AF373A,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
AQUA,2317,0D9C84,,DOMESTIC-PLUS,DOMESTIC-PLUS,23,PALETA,,,,,,,,,,,,,
AMARILLO VERANO,5704,E3A532,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
MELOCOTON,EN-57-01,FFB074,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
AZUL MEDIA NOCHE ,5717,060A1C,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BLANCO OSTRA,EN-57-06,9E9B95,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
ROJO FUEGO,5707,8C0011,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BEIGE CLARO ,EN-57-02,D7C07D,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
AMARILLO GIRASOL,5705,FEA51A,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
VERDE OLIVO,EN-57-07,457F47,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
AZUL LASER,5716,82952,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
VERDE LIMON,EN-57-03,589C57,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
GRIS PIEDRA,5718,3F413A,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
