nombre,codigo,hexadecimal,rgb,libro,cartilla,linea,marca,base,cuarto1,cuarto2,cuarto3,cuarto4,galon1,galon2,galon3,galon4,cubeta1,cubeta2,cubeta3,cubeta4
ORANGE BEDDER,7073D,fc9043,,SOLID,MAGIC-BOOK,435X,PALETA,DEEP,TINTE: R   0 Y 29 PTS,TINTE: T   2 Y 30 PTS,,,TINTE: R   1 Y 50 PTS,TINTE: T   9 Y 54 PTS,,,TINTE: R   8 Y 58 PTS,TINTE: T   49 Y 14 PTS,,
ORANGE BEDDER,7073D,fc9043,,SOLID,MAGIC-BOOK,436X,PALETA,DEEP,TINTE: R   0 Y 22 PTS,TINTE: T   1 Y 57 PTS,,,TINTE: R   1 Y 24 PTS,TINTE: T   7 Y 36 PTS,,,TINTE: R   6 Y 56 PTS,TINTE: T   37 Y 52 PTS,,
ORANGE BEDDER,7073D,fc9043,,SOLID,MAGIC-BOOK,437X,PALETA,DEEP,TINTE: R   0 Y 27 PTS,TINTE: T   2 Y 17 PTS,,,TINTE: R   1 Y 42 PTS,TINTE: T   9 Y 2 PTS,,,TINTE: R   8 Y 18 PTS,TINTE: T   45 Y 10 PTS,,
ORANGE BEDDER,7073D,fc9043,,SOLID,MAGIC-BOOK,457X,PALETA,DEEP,TINTE: R   0 Y 26 PTS,TINTE: T   2 Y 12 PTS,,,TINTE: R   1 Y 38 PTS,TINTE: T   8 Y 48 PTS,,,TINTE: R   7 Y 62 PTS,TINTE: T   43 Y 48 PTS,,
ORANGE BEDDER,7073D,fc9043,,SOLID,MAGIC-BOOK,577X,PALETA,DEEP,TINTE: R   0 Y 22 PTS,TINTE: T   1 Y 54 PTS,,,TINTE: R   1 Y 22 PTS,TINTE: T   7 Y 22 PTS,,,TINTE: R   6 Y 46 PTS,TINTE: T   36 Y 46 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 44 PTS,,,TINTE: R   0 Y 32 PTS,TINTE: T   2 Y 48 PTS,,,TINTE: R   2 Y 32 PTS,TINTE: T   13 Y 48 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 44 PTS,,,TINTE: R   0 Y 32 PTS,TINTE: T   2 Y 48 PTS,,,TINTE: R   2 Y 32 PTS,TINTE: T   13 Y 48 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: R   0 Y 11 PTS,TINTE: T   0 Y 59 PTS,,,TINTE: R   0 Y 42 PTS,TINTE: T   3 Y 42 PTS,,,TINTE: R   3 Y 18 PTS,TINTE: T   18 Y 18 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: R   0 Y 11 PTS,TINTE: T   0 Y 59 PTS,,,TINTE: R   0 Y 42 PTS,TINTE: T   3 Y 42 PTS,,,TINTE: R   3 Y 18 PTS,TINTE: T   18 Y 18 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 45 PTS,,,TINTE: R   0 Y 32 PTS,TINTE: T   2 Y 50 PTS,,,TINTE: R   2 Y 32 PTS,TINTE: T   13 Y 58 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: R   0 Y 11 PTS,TINTE: T   0 Y 59 PTS,,,TINTE: R   0 Y 42 PTS,TINTE: T   3 Y 42 PTS,,,TINTE: R   3 Y 18 PTS,TINTE: T   18 Y 18 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: R   0 Y 11 PTS,TINTE: T   0 Y 59 PTS,,,TINTE: R   0 Y 42 PTS,TINTE: T   3 Y 42 PTS,,,TINTE: R   3 Y 18 PTS,TINTE: T   18 Y 18 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   0 Y 53 PTS,,,TINTE: R   0 Y 38 PTS,TINTE: T   3 Y 18 PTS,,,TINTE: R   2 Y 62 PTS,TINTE: T   16 Y 26 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   0 Y 54 PTS,,,TINTE: R   0 Y 38 PTS,TINTE: T   3 Y 24 PTS,,,TINTE: R   2 Y 62 PTS,TINTE: T   16 Y 56 PTS,,
APRICOT FLOWER,7074T,ffb775,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: R   0 Y 5 PTS,TINTE: T   0 Y 28 PTS,,,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 46 PTS,,,TINTE: R   1 Y 36 PTS,TINTE: T   8 Y 38 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 12 PTS,,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 46 PTS,,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 38 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 12 PTS,,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 48 PTS,,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 48 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 14 PTS,,,TINTE: R   0 Y 10 PTS,TINTE: T   0 Y 56 PTS,,,TINTE: R   0 Y 50 PTS,TINTE: T   4 Y 24 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 16 PTS,,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 0 PTS,,,TINTE: R   0 Y 60 PTS,TINTE: T   5 Y 0 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 13 PTS,,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 52 PTS,,,TINTE: R   0 Y 40 PTS,TINTE: T   4 Y 4 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 18 PTS,,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 6 PTS,,,TINTE: R   0 Y 60 PTS,TINTE: T   5 Y 30 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 13 PTS,,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 50 PTS,,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 58 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 13 PTS,,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 50 PTS,,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 58 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 18 PTS,,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 6 PTS,,,TINTE: R   0 Y 60 PTS,TINTE: T   5 Y 30 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: R   0 Y 1 PTS,TINTE: T   0 Y 6 PTS,,,TINTE: R   0 Y 4 PTS,TINTE: T   0 Y 24 PTS,,,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 56 PTS,,
SWEET CREAM,7075P,ffd7a9,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 8 PTS,,,TINTE: R   0 Y 6 PTS,TINTE: T   0 Y 32 PTS,,,TINTE: R   0 Y 30 PTS,TINTE: T   2 Y 32 PTS,,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 20 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   1 Y 16 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   6 Y 16 PTS,TINTE: V   0 Y 40 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 21 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   1 Y 20 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   6 Y 36 PTS,TINTE: V   0 Y 40 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 25 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 10 PTS,TINTE: T   1 Y 34 PTS,TINTE: V   0 Y 10 PTS,,TINTE: R   0 Y 50 PTS,TINTE: T   7 Y 42 PTS,TINTE: V   0 Y 50 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 29 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 50 PTS,TINTE: V   0 Y 12 PTS,,TINTE: R   0 Y 60 PTS,TINTE: T   8 Y 58 PTS,TINTE: V   0 Y 60 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 23 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   1 Y 26 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   7 Y 2 PTS,TINTE: V   0 Y 40 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 31 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 58 PTS,TINTE: V   0 Y 12 PTS,,TINTE: R   0 Y 60 PTS,TINTE: T   9 Y 34 PTS,TINTE: V   0 Y 60 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 22 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   1 Y 22 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   6 Y 46 PTS,TINTE: V   0 Y 40 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 22 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   1 Y 24 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   6 Y 56 PTS,TINTE: V   0 Y 40 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 31 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 58 PTS,TINTE: V   0 Y 12 PTS,,TINTE: R   0 Y 60 PTS,TINTE: T   9 Y 34 PTS,TINTE: V   0 Y 60 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: R   0 Y 1 PTS,TINTE: T   0 Y 10 PTS,TINTE: V   0 Y 1 PTS,,TINTE: R   0 Y 4 PTS,TINTE: T   0 Y 40 PTS,TINTE: V   0 Y 4 PTS,,TINTE: R   0 Y 20 PTS,TINTE: T   3 Y 8 PTS,TINTE: V   0 Y 20 PTS,
FRUITY FLAVOR,7081P,ffcb9c,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 14 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 6 PTS,TINTE: T   0 Y 56 PTS,TINTE: V   0 Y 6 PTS,,TINTE: R   0 Y 30 PTS,TINTE: T   4 Y 24 PTS,TINTE: V   0 Y 30 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 53 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 28 PTS,TINTE: T   3 Y 20 PTS,TINTE: V   0 Y 32 PTS,,TINTE: R   2 Y 12 PTS,TINTE: T   16 Y 36 PTS,TINTE: V   2 Y 32 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 53 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 28 PTS,TINTE: T   3 Y 20 PTS,TINTE: V   0 Y 32 PTS,,TINTE: R   2 Y 12 PTS,TINTE: T   16 Y 36 PTS,TINTE: V   2 Y 32 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   1 Y 7 PTS,TINTE: V   0 Y 11 PTS,,TINTE: R   0 Y 38 PTS,TINTE: T   4 Y 26 PTS,TINTE: V   0 Y 42 PTS,,TINTE: R   2 Y 62 PTS,TINTE: T   22 Y 2 PTS,TINTE: V   3 Y 18 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   1 Y 7 PTS,TINTE: V   0 Y 11 PTS,,TINTE: R   0 Y 38 PTS,TINTE: T   4 Y 26 PTS,TINTE: V   0 Y 42 PTS,,TINTE: R   2 Y 62 PTS,TINTE: T   22 Y 2 PTS,TINTE: V   3 Y 18 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 54 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 28 PTS,TINTE: T   3 Y 22 PTS,TINTE: V   0 Y 32 PTS,,TINTE: R   2 Y 12 PTS,TINTE: T   16 Y 46 PTS,TINTE: V   2 Y 32 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   1 Y 7 PTS,TINTE: V   0 Y 11 PTS,,TINTE: R   0 Y 38 PTS,TINTE: T   4 Y 26 PTS,TINTE: V   0 Y 42 PTS,,TINTE: R   2 Y 62 PTS,TINTE: T   22 Y 2 PTS,TINTE: V   3 Y 18 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: R   0 Y 10 PTS,TINTE: T   1 Y 7 PTS,TINTE: V   0 Y 11 PTS,,TINTE: R   0 Y 38 PTS,TINTE: T   4 Y 26 PTS,TINTE: V   0 Y 42 PTS,,TINTE: R   2 Y 62 PTS,TINTE: T   22 Y 2 PTS,TINTE: V   3 Y 18 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: R   0 Y 9 PTS,TINTE: T   0 Y 64 PTS,TINTE: V   0 Y 10 PTS,,TINTE: R   0 Y 34 PTS,TINTE: T   3 Y 62 PTS,TINTE: V   0 Y 38 PTS,,TINTE: R   2 Y 42 PTS,TINTE: T   19 Y 54 PTS,TINTE: V   2 Y 62 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: R   0 Y 9 PTS,TINTE: T   1 Y 1 PTS,TINTE: V   0 Y 10 PTS,,TINTE: R   0 Y 34 PTS,TINTE: T   4 Y 4 PTS,TINTE: V   0 Y 38 PTS,,TINTE: R   2 Y 42 PTS,TINTE: T   20 Y 20 PTS,TINTE: V   2 Y 62 PTS,
BUFFY ORANGE,7082T,faaa74,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: R   0 Y 5 PTS,TINTE: T   0 Y 33 PTS,TINTE: V   0 Y 5 PTS,,TINTE: R   0 Y 18 PTS,TINTE: T   2 Y 4 PTS,TINTE: V   0 Y 20 PTS,,TINTE: R   1 Y 26 PTS,TINTE: T   10 Y 20 PTS,TINTE: V   1 Y 36 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,355X,PALETA,DEEP,TINTE: R   0 Y 19 PTS,TINTE: T   1 Y 53 PTS,TINTE: V   0 Y 21 PTS,,TINTE: R   1 Y 12 PTS,TINTE: T   7 Y 20 PTS,TINTE: V   1 Y 20 PTS,,TINTE: R   5 Y 60 PTS,TINTE: T   36 Y 36 PTS,TINTE: V   6 Y 36 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,356X,PALETA,DEEP,TINTE: R   0 Y 16 PTS,TINTE: T   1 Y 34 PTS,TINTE: V   0 Y 18 PTS,,TINTE: R   1 Y 0 PTS,TINTE: T   6 Y 6 PTS,TINTE: V   1 Y 6 PTS,,TINTE: R   5 Y 0 PTS,TINTE: T   30 Y 30 PTS,TINTE: V   5 Y 30 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,357X,PALETA,DEEP,TINTE: R   0 Y 16 PTS,TINTE: T   1 Y 34 PTS,TINTE: V   0 Y 18 PTS,,TINTE: R   1 Y 0 PTS,TINTE: T   6 Y 6 PTS,TINTE: V   1 Y 6 PTS,,TINTE: R   5 Y 0 PTS,TINTE: T   30 Y 30 PTS,TINTE: V   5 Y 30 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,435X,PALETA,DEEP,TINTE: R   0 Y 22 PTS,TINTE: T   2 Y 3 PTS,TINTE: V   0 Y 24 PTS,,TINTE: R   1 Y 22 PTS,TINTE: T   8 Y 10 PTS,TINTE: V   1 Y 30 PTS,,TINTE: R   6 Y 46 PTS,TINTE: T   40 Y 50 PTS,TINTE: V   7 Y 22 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,436X,PALETA,DEEP,TINTE: R   0 Y 17 PTS,TINTE: T   1 Y 37 PTS,TINTE: V   0 Y 18 PTS,,TINTE: R   1 Y 2 PTS,TINTE: T   6 Y 18 PTS,TINTE: V   1 Y 8 PTS,,TINTE: R   5 Y 10 PTS,TINTE: T   31 Y 26 PTS,TINTE: V   5 Y 40 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,437X,PALETA,DEEP,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 56 PTS,TINTE: V   0 Y 22 PTS,,TINTE: R   1 Y 14 PTS,TINTE: T   7 Y 32 PTS,TINTE: V   1 Y 22 PTS,,TINTE: R   6 Y 6 PTS,TINTE: T   37 Y 32 PTS,TINTE: V   6 Y 46 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,457X,PALETA,DEEP,TINTE: R   0 Y 19 PTS,TINTE: T   1 Y 52 PTS,TINTE: V   0 Y 21 PTS,,TINTE: R   1 Y 12 PTS,TINTE: T   7 Y 16 PTS,TINTE: V   1 Y 20 PTS,,TINTE: R   5 Y 60 PTS,TINTE: T   36 Y 16 PTS,TINTE: V   6 Y 36 PTS,
AUTUMN BLAZE,7083D,ec864e,,SOLID,MAGIC-BOOK,577X,PALETA,DEEP,TINTE: R   0 Y 16 PTS,TINTE: T   1 Y 34 PTS,TINTE: V   0 Y 18 PTS,,TINTE: R   1 Y 0 PTS,TINTE: T   6 Y 6 PTS,TINTE: V   1 Y 6 PTS,,TINTE: R   5 Y 0 PTS,TINTE: T   30 Y 30 PTS,TINTE: V   5 Y 30 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: R   0 Y 5 PTS,TINTE: T   0 Y 31 PTS,TINTE: V   0 Y 4 PTS,,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 60 PTS,TINTE: V   0 Y 16 PTS,,TINTE: R   1 Y 36 PTS,TINTE: T   9 Y 44 PTS,TINTE: V   1 Y 16 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: R   0 Y 5 PTS,TINTE: T   0 Y 31 PTS,TINTE: V   0 Y 4 PTS,,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 60 PTS,TINTE: V   0 Y 16 PTS,,TINTE: R   1 Y 36 PTS,TINTE: T   9 Y 44 PTS,TINTE: V   1 Y 16 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 42 PTS,TINTE: V   0 Y 6 PTS,,TINTE: R   0 Y 26 PTS,TINTE: T   2 Y 38 PTS,TINTE: V   0 Y 22 PTS,,TINTE: R   2 Y 2 PTS,TINTE: T   12 Y 62 PTS,TINTE: V   1 Y 46 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 42 PTS,TINTE: V   0 Y 6 PTS,,TINTE: R   0 Y 26 PTS,TINTE: T   2 Y 38 PTS,TINTE: V   0 Y 22 PTS,,TINTE: R   2 Y 2 PTS,TINTE: T   12 Y 62 PTS,TINTE: V   1 Y 46 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: R   0 Y 5 PTS,TINTE: T   0 Y 32 PTS,TINTE: V   0 Y 4 PTS,,TINTE: R   0 Y 20 PTS,TINTE: T   1 Y 62 PTS,TINTE: V   0 Y 16 PTS,,TINTE: R   1 Y 36 PTS,TINTE: T   9 Y 54 PTS,TINTE: V   1 Y 16 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 42 PTS,TINTE: V   0 Y 6 PTS,,TINTE: R   0 Y 26 PTS,TINTE: T   2 Y 38 PTS,TINTE: V   0 Y 22 PTS,,TINTE: R   2 Y 2 PTS,TINTE: T   12 Y 62 PTS,TINTE: V   1 Y 46 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: R   0 Y 7 PTS,TINTE: T   0 Y 42 PTS,TINTE: V   0 Y 6 PTS,,TINTE: R   0 Y 26 PTS,TINTE: T   2 Y 38 PTS,TINTE: V   0 Y 22 PTS,,TINTE: R   2 Y 2 PTS,TINTE: T   12 Y 62 PTS,TINTE: V   1 Y 46 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: R   0 Y 6 PTS,TINTE: T   0 Y 38 PTS,TINTE: V   0 Y 5 PTS,,TINTE: R   0 Y 24 PTS,TINTE: T   2 Y 22 PTS,TINTE: V   0 Y 20 PTS,,TINTE: R   1 Y 56 PTS,TINTE: T   11 Y 46 PTS,TINTE: V   1 Y 36 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: R   0 Y 6 PTS,TINTE: T   0 Y 38 PTS,TINTE: V   0 Y 5 PTS,,TINTE: R   0 Y 24 PTS,TINTE: T   2 Y 24 PTS,TINTE: V   0 Y 20 PTS,,TINTE: R   1 Y 56 PTS,TINTE: T   11 Y 56 PTS,TINTE: V   1 Y 36 PTS,
SPICED ORANGE,7084T,fdb885,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 20 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 12 PTS,TINTE: T   1 Y 14 PTS,TINTE: V   0 Y 10 PTS,,TINTE: R   0 Y 60 PTS,TINTE: T   6 Y 6 PTS,TINTE: V   0 Y 50 PTS,
PEACHY PINK,7085P,fed1ad,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 11 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 42 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 18 PTS,TINTE: V   0 Y 40 PTS,
PEACHY PINK,7085P,fed1ad,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 11 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 44 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 28 PTS,TINTE: V   0 Y 40 PTS,
PEACHY PINK,7085P,fed1ad,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 13 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 10 PTS,TINTE: T   0 Y 52 PTS,TINTE: V   0 Y 10 PTS,,TINTE: R   0 Y 50 PTS,TINTE: T   4 Y 4 PTS,TINTE: V   0 Y 50 PTS,
PEACHY PINK,7085P,fed1ad,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: R   0 Y 3 PTS,TINTE: T   0 Y 15 PTS,TINTE: V   0 Y 3 PTS,,TINTE: R   0 Y 12 PTS,TINTE: T   0 Y 60 PTS,TINTE: V   0 Y 12 PTS,,TINTE: R   0 Y 60 PTS,TINTE: T   4 Y 44 PTS,TINTE: V   0 Y 60 PTS,
PEACHY PINK,7085P,fed1ad,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: R   0 Y 2 PTS,TINTE: T   0 Y 12 PTS,TINTE: V   0 Y 2 PTS,,TINTE: R   0 Y 8 PTS,TINTE: T   0 Y 48 PTS,TINTE: V   0 Y 8 PTS,,TINTE: R   0 Y 40 PTS,TINTE: T   3 Y 48 PTS,TINTE: V   0 Y 40 PTS,
