nombre,codigo,hexadecimal,libro,cartilla
Heaven S Gate,2203P,afdce9,Magic-Book,Magic-Book
Cacti Stem,2211P,BDDDE8,Magic-Book,Magic-Book
Tweedia Blue,2212P,aed5df,Magic-Book,Magic-Book
Early Day,2213P,b2d7e0,Magic-Book,Magic-Book
Scarlet Oak,221A,883631,Magic-Book,Magic-Book
Cozy Corner,2221P,adcbd5,Magic-Book,Magic-Book
Blue Cooler,2222P,afd1dc,Magic-Book,Magic-Book
Feeling Blue,2223P,b6d6de,Magic-Book,Magic-Book
Robust Red,222A,9a3a31,Magic-Book,Magic-Book
Dry Thistle,2231P,b0ccd6,Magic-Book,Magic-Book
Lunar Blue,2232P,b7d2da,Magic-Book,Magic-Book
Blue Gauze,2233P,c2d7dd,Magic-Book,Magic-Book
Glowing Ember,223A,b13a1f,Magic-Book,Magic-Book
Blue Dawn,2241P,aecad4,Magic-Book,Magic-Book
Moonless,2242P,b6c9d0,Magic-Book,Magic-Book
Silver Skates,2243P,c4d2d5,Magic-Book,Magic-Book
October Bronze,224A,b14d27,Magic-Book,Magic-Book
Leprechaun,22A,2BB310,Magic-Book,Magic-Book
Keepsake Rose,231A,9b3047,Magic-Book,Magic-Book
English Rose,232A,8d3255,Magic-Book,Magic-Book
Purple Comet,233A,694771,Magic-Book,Magic-Book
Sultan Blue,234A,4c4a87,Magic-Book,Magic-Book
Colleen Green,23A,1E8F1A,Magic-Book,Magic-Book
Porcelain Blue,241A,00558b,Magic-Book,Magic-Book
Tremont Blue,242A,1d4d80,Magic-Book,Magic-Book
Dynasty,243A,174685,Magic-Book,Magic-Book
Blue Purple,244A,3c4a6a,Magic-Book,Magic-Book
Shenanigan,24A,0E7D0A,Magic-Book,Magic-Book
Meadow Daisy,251A,ffff00,Magic-Book,Magic-Book
All Gold,252A,ffc04c,Magic-Book,Magic-Book
Coronette Orange,253A,ff8c00,Magic-Book,Magic-Book
Orange Torch,254A,e26a2f,Magic-Book,Magic-Book
Knockout Red,261A,B34242,Magic-Book,Magic-Book
Sashay Red,262A,c43d35,Magic-Book,Magic-Book
Cotillion Red,263A,c02a23,Magic-Book,Magic-Book
Orange Soverign,264A,d8543a,Magic-Book,Magic-Book
Drama Red,271A,b6283f,Magic-Book,Magic-Book
Fascination,272A,c0325f,Magic-Book,Magic-Book
Paradise Bird,273A,844c86,Magic-Book,Magic-Book
Purple Tryst,274A,5e5c8e,Magic-Book,Magic-Book
Liberty Blue,281A,0067a2,Magic-Book,Magic-Book
Patriot Blue,282A,1b6098,Magic-Book,Magic-Book
Blue Ribbon,283A,32629b,Magic-Book,Magic-Book
Crown Jewel,284A,483d8b,Magic-Book,Magic-Book
Natural Almond,3011P,d9ceb5,Magic-Book,Magic-Book
Wood Box,3012T,bcad8c,Magic-Book,Magic-Book
Crete Barrel,3013D,93825f,Magic-Book,Magic-Book
Wetherburn Tan,3014T,b2a281,Magic-Book,Magic-Book
Sanded Birch,3015P,d2c5a7,Magic-Book,Magic-Book
Creek Sand,3021P,eae1bc,Magic-Book,Magic-Book
Basket Straw,3022T,cdbb88,Magic-Book,Magic-Book
Sandle Tan,3023D,a39060,Magic-Book,Magic-Book
Broadcloth,3024T,cc2d93,Magic-Book,Magic-Book
Cotton Canvas,3025P,dcd1b0,Magic-Book,Magic-Book
Flaxen,3031P,e9dcb5,Magic-Book,Magic-Book
Bleached Wool,3032T,d5c38d,Magic-Book,Magic-Book
Golden Sage,3033D,af995a,Magic-Book,Magic-Book
Pup Tent,3034T,cbba8a,Magic-Book,Magic-Book
Cotton Flannel,3035P,e0d2ad,Magic-Book,Magic-Book
Nutmeats,3041P,f2e4b3,Magic-Book,Magic-Book
Dry Bamboo,3042T,e3c981,Magic-Book,Magic-Book
Woven Slats,3043D,c7a751,Magic-Book,Magic-Book
Natural Cane,3044T,d9c181,Magic-Book,Magic-Book
Water Chestnut,3045P,eadaab,Magic-Book,Magic-Book
Glinted White,3051P,e9e1b4,Magic-Book,Magic-Book
Dried Palm,3052T,dcce84,Magic-Book,Magic-Book
Winter Moss,3053D,b9a454,Magic-Book,Magic-Book
Moss Print,3054T,d9c989,Magic-Book,Magic-Book
Crushed Moss,3055P,e7dca9,Magic-Book,Magic-Book
Sun Dried Stem,3061P,eae2ac,Magic-Book,Magic-Book
Yellowed Leaf,3062T,e4d583,Magic-Book,Magic-Book
Green Shoot,3063D,b1a651,Magic-Book,Magic-Book
Celery Seed,3064T,cbbf83,Magic-Book,Magic-Book
Celery Powder,3065P,e2d8ac,Magic-Book,Magic-Book
Clover Tip,3071P,e2e6b9,Magic-Book,Magic-Book
Grazing Field,3072T,e4d583,Magic-Book,Magic-Book
Shaded Green,3073D,ada957,Magic-Book,Magic-Book
Hiking Path,3074T,c7c088,Magic-Book,Magic-Book
Puddle,3075P,dad8ae,Magic-Book,Magic-Book
Spring Kissed,3081P,e0e5b7,Magic-Book,Magic-Book
Creeping Willow,3082T,c7ce84,Magic-Book,Magic-Book
Willow Branch,3083D,9ea952,Magic-Book,Magic-Book
Light Lichen,3084T,c1c287,Magic-Book,Magic-Book
Hidden Green,3085P,dbdeb0,Magic-Book,Magic-Book
White Fern,3091P,d6e5be,Magic-Book,Magic-Book
April Borne,3092T,b6ca90,Magic-Book,Magic-Book
Painter S Leaf,3093D,8aa25c,Magic-Book,Magic-Book
Lily Stem,3094T,abc48c,Magic-Book,Magic-Book
Little Little,3095P,c398ae,Magic-Book,Magic-Book
Wing Flutter,3101P,cee3bc,Magic-Book,Magic-Book
Single Blade,3102T,a9c58e,Magic-Book,Magic-Book
Green Pod,3103D,73A669,Magic-Book,Magic-Book
Green Trail,3104T,9fb78c,Magic-Book,Magic-Book
Trail Print,3105P,bbd0b0,Magic-Book,Magic-Book
Glazed Green,3111P,c8dbc1,Magic-Book,Magic-Book
Turf,3112T,9fbd96,Magic-Book,Magic-Book
Savin Hill,3113D,6b8e63,Magic-Book,Magic-Book
Cave Creek,3114T,9ab393,Magic-Book,Magic-Book
Creek Bend,3115P,baceb4,Magic-Book,Magic-Book
Pine Bud,3121P,c2dbc5,Magic-Book,Magic-Book
Jasper Green,3122T,98b899,Magic-Book,Magic-Book
Terrestrial Green,3123D,678c69,Magic-Book,Magic-Book
Gladwyne Green,3124T,94b097,Magic-Book,Magic-Book
Washed Needles,3125P,b8ceb8,Magic-Book,Magic-Book
Flowing Green,3131P,bcd6ca,Magic-Book,Magic-Book
Medford Green,3132T,8bb3a1,Magic-Book,Magic-Book
Trimmountain Green,3133D,58826f,Magic-Book,Magic-Book
Endicott Post,3134T,8aae9f,Magic-Book,Magic-Book
Maine Gray,3135P,aac7bb,Magic-Book,Magic-Book
Vantage View,3141P,b6d6cd,Magic-Book,Magic-Book
River Port,3142T,83afa4,Magic-Book,Magic-Book
Slate Crest,3143D,4e7e71,Magic-Book,Magic-Book
Harbour Shadow,3144T,85aaa0,Magic-Book,Magic-Book
Misty Rain,3145P,a3c4bc,Magic-Book,Magic-Book
Near Night,3151P,b0d7d3,Magic-Book,Magic-Book
Night Owl,3152T,7bafaa,Magic-Book,Magic-Book
Blue Ridge,3153D,46807c,Magic-Book,Magic-Book
Juniper Hedge,3154T,7daaa7,Magic-Book,Magic-Book
Conifer Silver,3155P,a2c7c4,Magic-Book,Magic-Book
Water Blue,3161P,a9d8d9,Magic-Book,Magic-Book
Early Trek,3162T,73b9bd,Magic-Book,Magic-Book
Pueblo Blue,3163D,34888e,Magic-Book,Magic-Book
Crushed Bluestone,3164T,73aab0,Magic-Book,Magic-Book
Smokey Blue,3165P,9fc9ca,Magic-Book,Magic-Book
Seascape,3171P,a6d4d7,Magic-Book,Magic-Book
Perry Blue,3172T,6aadb6,Magic-Book,Magic-Book
Peacock Blue,3173D,317c86,Magic-Book,Magic-Book
Bay Blue,3174T,6ba1a9,Magic-Book,Magic-Book
Sailing Water,3175P,98c0c6,Magic-Book,Magic-Book
Veranda Blue,3181P,a4d1d8,Magic-Book,Magic-Book
Blue Inlet,3182T,67aebc,Magic-Book,Magic-Book
Italian Tile,3183D,2c7f8e,Magic-Book,Magic-Book
Summer Storm,3184T,6ba5b0,Magic-Book,Magic-Book
Summer House Blue,3185P,95c3cb,Magic-Book,Magic-Book
Nice Day,3191P,a1d2de,Magic-Book,Magic-Book
Voyager Sky,3192T,63acbf,Magic-Book,Magic-Book
Cove Blue,3193D,287d93,Magic-Book,Magic-Book
Cloudy Sky,3194T,68a3b3,Magic-Book,Magic-Book
Park View,3195P,94c3cd,Magic-Book,Magic-Book
Emerald Garden,31A,31995F,Magic-Book,Magic-Book
To Dream,3201P,a3d2e0,Magic-Book,Magic-Book
Shipside Blue,3202T,63afc7,Magic-Book,Magic-Book
Neptune,3203D,20819c,Magic-Book,Magic-Book
Hampton Inn,3204T,6aa5b8,Magic-Book,Magic-Book
Serene Blue,3205P,97c4d1,Magic-Book,Magic-Book
Blue Glass,3211P,a2cedb,Magic-Book,Magic-Book
Blue Crock,3212T,5fabc3,Magic-Book,Magic-Book
Cool Trim,3213D,237c97,Magic-Book,Magic-Book
Blue Button,3214T,67a8bd,Magic-Book,Magic-Book
Blue Dot,3215P,93c3d1,Magic-Book,Magic-Book
Blue Thoughts,3221P,a5ccd7,Magic-Book,Magic-Book
Breaking Blue,3222T,6ca3b7,Magic-Book,Magic-Book
Ruthsburg Blue,3223D,397388,Magic-Book,Magic-Book
Wesley Blue,3224T,6d97a8,Magic-Book,Magic-Book
Evening Shadow,3225P,99bdc9,Magic-Book,Magic-Book
Intimate Evening,3231P,aac8d4,Magic-Book,Magic-Book
Stoneware Blue,3232T,81a3b3,Magic-Book,Magic-Book
Vulcan Blue,3233D,4e7081,Magic-Book,Magic-Book
Newport Blue,3234T,7d99a5,Magic-Book,Magic-Book
Blue Country,3235P,a3bbc5,Magic-Book,Magic-Book
Lake Stone,3241P,b4c5c9,Magic-Book,Magic-Book
Miner Gray,3242T,8397a1,Magic-Book,Magic-Book
Stone Fence,3243D,526570,Magic-Book,Magic-Book
Gray Knight,3244T,808f95,Magic-Book,Magic-Book
Quaker Gray,3245P,a5b2b6,Magic-Book,Magic-Book
Fantasy Green,32A,08855F,Magic-Book,Magic-Book
Intense Jade,33A,008A83,Magic-Book,Magic-Book
Lake Superior,34A,00878C,Magic-Book,Magic-Book
Windmill White,4011P,d6cec2,Magic-Book,Magic-Book
Graystone,4012T,b7ab9d,Magic-Book,Magic-Book
Rocky Nook,4013D,887969,Magic-Book,Magic-Book
Field Stone,4014T,ad9f8f,Magic-Book,Magic-Book
Crushed Rock,4015P,cfc4b6,Magic-Book,Magic-Book
Birch Patina,4021P,d9cfc0,Magic-Book,Magic-Book
Curling Bark,4022T,bdac97,Magic-Book,Magic-Book
Firewood,4023D,887969,Magic-Book,Magic-Book
Shipsgate,4024T,b3a189,Magic-Book,Magic-Book
Foggy Day,4025P,d0c3af,Magic-Book,Magic-Book
Quilter S Thread,4031P,c0c0c0,Magic-Book,Magic-Book
Bramble Beige,4032T,c3b4a1,Magic-Book,Magic-Book
Tracking Tan,4033D,967f63,Magic-Book,Magic-Book
Farm Fence,4034T,b2a28e,Magic-Book,Magic-Book
Gatepost,4035P,d9cab4,Magic-Book,Magic-Book
Ramie,4041P,d8ccb7,Magic-Book,Magic-Book
Sapling,4042T,ccab7b,Magic-Book,Magic-Book
Pecan Smell,4043D,997c54,Magic-Book,Magic-Book
Terrace Stone,4044T,c0a77c,Magic-Book,Magic-Book
Pebble Walk,4045P,d6c9a6,Magic-Book,Magic-Book
Silk Knot,4051P,e1c8ac,Magic-Book,Magic-Book
Natural Oak,4052T,d2b48c,Magic-Book,Magic-Book
Oak Parquet,4053D,9f7550,Magic-Book,Magic-Book
Stairstep,4054T,d2b48c,Magic-Book,Magic-Book
Tavern Buff,4055P,d2b48c,Magic-Book,Magic-Book
Basket Beige,4061P,e8c5a5,Magic-Book,Magic-Book
Brushmark,4062T,d2b48c,Magic-Book,Magic-Book
Country Maple,4063D,8c654a,Magic-Book,Magic-Book
Tapestry Beige,4064T,b78f6c,Magic-Book,Magic-Book
Shaded Porch,4065P,d0b496,Magic-Book,Magic-Book
Cedar Scent,4071P,deb887,Magic-Book,Magic-Book
Natural Cedar,4072T,c58e6d,Magic-Book,Magic-Book
Cider Brown,4073D,92644a,Magic-Book,Magic-Book
Saddle Tan,4074T,ab8b75,Magic-Book,Magic-Book
Valley Smoke,4075P,d2b48c,Magic-Book,Magic-Book
Bleached Leather,4081P,d2b48c,Magic-Book,Magic-Book
Rustic Leather,4082T,bd8971,Magic-Book,Magic-Book
Polished Leather,4083D,8c5542,Magic-Book,Magic-Book
Cliff S Brow,4084T,b0836d,Magic-Book,Magic-Book
Sunset Light,4085P,d0b09f,Magic-Book,Magic-Book
Vessel Chip,4091P,deaa8c,Magic-Book,Magic-Book
Clay Vessel,4092T,c68c6e,Magic-Book,Magic-Book
Copper Bell,4093D,a45d3c,Magic-Book,Magic-Book
Wet Moccasin,4094T,b8896f,Magic-Book,Magic-Book
Footprint,4095P,d2b48c,Magic-Book,Magic-Book
Sampler Stitch,4101P,e4b4a4,Magic-Book,Magic-Book
Winthrop Brick,4102T,c28774,Magic-Book,Magic-Book
Brick House,4103D,a45742,Magic-Book,Magic-Book
Carved Bowl,4104T,ba8877,Magic-Book,Magic-Book
Standish Rose,4105P,d59d8b,Magic-Book,Magic-Book
Prairie Dust,4111P,e7baad,Magic-Book,Magic-Book
New Brick,4112T,b47e71,Magic-Book,Magic-Book
Redwood Plank,4113D,7d4239,Magic-Book,Magic-Book
Mauve Wood,4114T,b07f73,Magic-Book,Magic-Book
Mauve Gray,4115P,c69e94,Magic-Book,Magic-Book
Olde Rose,4121P,d0aea6,Magic-Book,Magic-Book
Wainscot Trim,4122T,ab8278,Magic-Book,Magic-Book
Roxbury Brown,4123D,875c52,Magic-Book,Magic-Book
Ground Clove,4124T,9b7e77,Magic-Book,Magic-Book
Frontier Shadow,4125P,baa29c,Magic-Book,Magic-Book
Bradford Beige,4131P,d5b8ae,Magic-Book,Magic-Book
Winter Twig,4132T,aa877c,Magic-Book,Magic-Book
Brier Branch,4133D,866054,Magic-Book,Magic-Book
Worn Harness,4134T,9b877f,Magic-Book,Magic-Book
Smokey Taupe,4135P,c3aea6,Magic-Book,Magic-Book
Plymouth Notch,4141P,d0b4ac,Magic-Book,Magic-Book
Barrister Brown,4142T,ab867d,Magic-Book,Magic-Book
Revival Mahogany,4143D,85574c,Magic-Book,Magic-Book
Sloane House Brown,4144T,9d847f,Magic-Book,Magic-Book
Norton Taupe,4145P,c3a59e,Magic-Book,Magic-Book
Weathered Brown,4151P,caaeaa,Magic-Book,Magic-Book
Purple Beech,4152T,946D6B,Magic-Book,Magic-Book
Duxbury Wood,4153D,725754,Magic-Book,Magic-Book
Country Junction,4154T,9B7675,Magic-Book,Magic-Book
Teaberry Gray,4155P,B9A09D,Magic-Book,Magic-Book
Mountain Haze,4161P,c8b8b9,Magic-Book,Magic-Book
Lavender Gray,4162T,a0898b,Magic-Book,Magic-Book
Purplestone,4163D,795356,Magic-Book,Magic-Book
Heatherstone,4164T,938688,Magic-Book,Magic-Book
Mt. Smokey,4165P,b7abad,Magic-Book,Magic-Book
Pale Mauve,4171P,C9B1AF,Magic-Book,Magic-Book
Wood Berry,4172T,A0817F,Magic-Book,Magic-Book
Dark Chestnut,4173D,6c5a5a,Magic-Book,Magic-Book
Evening Gray,4174T,958282,Magic-Book,Magic-Book
Purple Mauve,4175P,b6acad,Magic-Book,Magic-Book
Beige Gray,4181P,C6B3AC,Magic-Book,Magic-Book
Autumn Ashes,4182T,99857f,Magic-Book,Magic-Book
Garden Earth,4183D,685955,Magic-Book,Magic-Book
Harrison Gray,4184T,8c807d,Magic-Book,Magic-Book
Garden Dust,4185P,b4a6a1,Magic-Book,Magic-Book
Light Taupe,4191P,c4b1ac,Magic-Book,Magic-Book
Ashwood,4192T,908482,Magic-Book,Magic-Book
Bradford Brown,4193D,645957,Magic-Book,Magic-Book
Outpost Gray,4194T,888281,Magic-Book,Magic-Book
Silvertaupe,4195P,b4a7a3,Magic-Book,Magic-Book
Navajo Turquoise,41A,0B3F40,Magic-Book,Magic-Book
Gray Dawning,4201P,b9b6b8,Magic-Book,Magic-Book
Braintree Road,4202T,8a8789,Magic-Book,Magic-Book
Turned Earth,4203D,696969,Magic-Book,Magic-Book
Garden Path,4204T,828182,Magic-Book,Magic-Book
Pebblegrey,4205P,c0c0c0,Magic-Book,Magic-Book
Graycloth,4211P,CDD0D1,Magic-Book,Magic-Book
Granite Rock,4212T,8a939a,Magic-Book,Magic-Book
Puritan Black,4213D,5c6064,Magic-Book,Magic-Book
Old Lamppost,4214T,888d90,Magic-Book,Magic-Book
Gray Cotton,4215P,B8BFC2,Magic-Book,Magic-Book
Quarry Pepple,4221P,b6bec0,Magic-Book,Magic-Book
Liberty Gray,4222T,8d9194,Magic-Book,Magic-Book
Silhouette Gray,4223D,595C5E,Magic-Book,Magic-Book
Weathervane,4224T,83888B,Magic-Book,Magic-Book
Gray Mystic,4225P,B8BDBF,Magic-Book,Magic-Book
Light Pewter,4231P,c0c0c0,Magic-Book,Magic-Book
Smithy Tool,4232T,8c9697,Magic-Book,Magic-Book
Trojan Gray,4233D,5C6465,Magic-Book,Magic-Book
Whetstone,4234T,889292,Magic-Book,Magic-Book
Weatherbell,4235P,BDC7C6,Magic-Book,Magic-Book
Stiletto Gray,4241P,BDC4C0,Magic-Book,Magic-Book
Sentinel Gray,4242T,8B9690,Magic-Book,Magic-Book
Stoker Gray,4243D,5E6564,Magic-Book,Magic-Book
Smokey Wings,4244T,969695,Magic-Book,Magic-Book
Folkstone,4245P,B5BAB7,Magic-Book,Magic-Book
Saxony Blue,42A,06737A,Magic-Book,Magic-Book
Blue Jewel,43A,07646B,Magic-Book,Magic-Book
Norse Blue,44A,0391A1,Magic-Book,Magic-Book
Classic Silk,5011P,e7d1af,Magic-Book,Magic-Book
Comfy Tan,5012T,d7b98d,Magic-Book,Magic-Book
Golden Grain,5013D,b98e57,Magic-Book,Magic-Book
Straw Stack,5014T,dbb887,Magic-Book,Magic-Book
Warm Toast,5015P,eed8b5,Magic-Book,Magic-Book
Wheat Dust,5021P,e9cda6,Magic-Book,Magic-Book
Dry Wheat,5022T,d4b181,Magic-Book,Magic-Book
Harvest Flame,5023D,c89655,Magic-Book,Magic-Book
Ripe Wheat,5024T,e5bc85,Magic-Book,Magic-Book
Chaff,5025P,f0d6b1,Magic-Book,Magic-Book
Fresh Biscuit,5031P,edcea3,Magic-Book,Magic-Book
Rye,5032T,DCAA58,Magic-Book,Magic-Book
Capitol S Gold,5033D,d7994f,Magic-Book,Magic-Book
Coachlight,5034T,edb975,Magic-Book,Magic-Book
Spoonbread,5035P,f8d7a8,Magic-Book,Magic-Book
Sunstraw,5041P,eec99e,Magic-Book,Magic-Book
Honeynut,5042T,e1ae79,Magic-Book,Magic-Book
Mansion Gold,5043D,d28849,Magic-Book,Magic-Book
Lacquered Maple,5044T,ecb37a,Magic-Book,Magic-Book
Pearl Inlay,5045P,f6da44,Magic-Book,Magic-Book
Caramel Cream,5051P,f5bf98,Magic-Book,Magic-Book
Caramel Sugar,5052T,e6a06b,Magic-Book,Magic-Book
Hubbard Squash,5053D,d17e47,Magic-Book,Magic-Book
Sunshine Tea,5054T,eba973,Magic-Book,Magic-Book
Weak Tea,5055P,f8cea8,Magic-Book,Magic-Book
Prairie Peach,5061P,f3b796,Magic-Book,Magic-Book
Paprika Sprinkle,5062T,e99b6e,Magic-Book,Magic-Book
Sunbaked,5063D,d17e47,Magic-Book,Magic-Book
Healthy Glow,5064T,eea578,Magic-Book,Magic-Book
Terra Peach,5065P,f8c7a8,Magic-Book,Magic-Book
Copper Dust,5071P,f0b597,Magic-Book,Magic-Book
Sedona Stone,5072T,dd8e6b,Magic-Book,Magic-Book
Firebush,5073D,c56d4a,Magic-Book,Magic-Book
Southwest Stone,5074T,e59b7a,Magic-Book,Magic-Book
Westwind Dust,5075P,f3c0a7,Magic-Book,Magic-Book
Clay Brushed,5081P,e8a993,Magic-Book,Magic-Book
Madras Rose,5082T,d1836a,Magic-Book,Magic-Book
Aztec,5083D,bb664d,Magic-Book,Magic-Book
Cracked Shell,5084T,dc9279,Magic-Book,Magic-Book
Pueblo Peach,5085P,eebba8,Magic-Book,Magic-Book
Terra Dust,5091P,d7a597,Magic-Book,Magic-Book
Terra Earth,5092T,bc8071,Magic-Book,Magic-Book
Terracotta,5093D,aa5b4a,Magic-Book,Magic-Book
Copperleaf,5094T,cc8372,Magic-Book,Magic-Book
Crushed Clay,5095P,e8b1a1,Magic-Book,Magic-Book
Berry Wine,5101P,cf998e,Magic-Book,Magic-Book
Muddled Berry,5102T,ae7267,Magic-Book,Magic-Book
Cactus Berry,5103D,9f4e41,Magic-Book,Magic-Book
Wintersweet Berry,5104T,c37568,Magic-Book,Magic-Book
Victorian Peach,5105P,e2a498,Magic-Book,Magic-Book
Evening Rose,5111P,6da29f,Magic-Book,Magic-Book
Chateau Rose,5112T,b57d7a,Magic-Book,Magic-Book
Pioneer Red,5113D,a6544e,Magic-Book,Magic-Book
Vintage Rose,5114T,cc7f7b,Magic-Book,Magic-Book
Martha S Pink,5115P,e6afab,Magic-Book,Magic-Book
Cherry Ashes,5121P,d3a9ab,Magic-Book,Magic-Book
Bronze Cherry,5122T,b9878b,Magic-Book,Magic-Book
Inca Red,5123D,b25c5e,Magic-Book,Magic-Book
Hill Cherry,5124T,d3898d,Magic-Book,Magic-Book
Cherry Pink,5125P,ebb7b9,Magic-Book,Magic-Book
Floating Petal,5131P,daaeb4,Magic-Book,Magic-Book
Frosted Rose,5132T,bd8a93,Magic-Book,Magic-Book
Remember Rose,5133D,ad5a62,Magic-Book,Magic-Book
Miniature Rose,5134T,d08d96,Magic-Book,Magic-Book
Rose Shade,5135P,eebbc1,Magic-Book,Magic-Book
Fallen Petal,5141P,dcb4bc,Magic-Book,Magic-Book
Brushed Rose,5142T,c58f9b,Magic-Book,Magic-Book
Rose Velvet,5143D,ac647a,Magic-Book,Magic-Book
Fairy Lights,5144T,ce94a9,Magic-Book,Magic-Book
Tickle Pink,5145P,eac3d2,Magic-Book,Magic-Book
Aster Petal,5151P,d3b9cd,Magic-Book,Magic-Book
Sonia Mauve,5152T,b291a9,Magic-Book,Magic-Book
Pike S Pink,5153D,9a6385,Magic-Book,Magic-Book
Marjory Phlox,5154T,c795b3,Magic-Book,Magic-Book
Viola Phlox,5155P,e2c2d2,Magic-Book,Magic-Book
Chata Phlox,5161P,cbb7cb,Magic-Book,Magic-Book
Lazy Phlox,5162T,a691ac,Magic-Book,Magic-Book
Wild Iris,5163D,8b648c,Magic-Book,Magic-Book
Creeping Phlox,5164T,bb98bb,Magic-Book,Magic-Book
Phlox Petal,5165P,d8c2d5,Magic-Book,Magic-Book
Plum Frost,5171P,c5bbce,Magic-Book,Magic-Book
Plum Jam,5172T,a799b4,Magic-Book,Magic-Book
Picked Plum,5173D,7e688a,Magic-Book,Magic-Book
Plum Sparkle,5174T,ab9bba,Magic-Book,Magic-Book
Plum Pink,5175P,d7c9db,Magic-Book,Magic-Book
Heather Ashes,5181P,b9b9cd,Magic-Book,Magic-Book
Crushed Heather,5182T,9d9eb7,Magic-Book,Magic-Book
Ruling Royalty,5183D,757197,Magic-Book,Magic-Book
Purple Heather,5184T,a5a3c2,Magic-Book,Magic-Book
Heather Spray,5185P,cfccdb,Magic-Book,Magic-Book
Lilac Lace,5191P,c0c2cb,Magic-Book,Magic-Book
Faded Lilac,5192T,979aaf,Magic-Book,Magic-Book
Poet S Purple,5193D,627195,Magic-Book,Magic-Book
Purple Haze,5194T,92a0ba,Magic-Book,Magic-Book
Violet Dust,5195P,b6bfcf,Magic-Book,Magic-Book
Golden Grail,51A,635C04,Magic-Book,Magic-Book
Lilac Sachet,5201P,b3c2d4,Magic-Book,Magic-Book
Pastoral Purple,5202T,8da3b3,Magic-Book,Magic-Book
Purple Edge,5203D,5973a0,Magic-Book,Magic-Book
Violet Veil,5204T,7ca1c9,Magic-Book,Magic-Book
Lilac Petal,5205P,bccfe1,Magic-Book,Magic-Book
Star Flower,5211P,a8b8c9,Magic-Book,Magic-Book
Blue Wainscot,5212T,8398af,Magic-Book,Magic-Book
Tapestry Blue,5213D,559d8f,Magic-Book,Magic-Book
Brewster Blue,5214T,7b9cbb,Magic-Book,Magic-Book
Washed Mitten,5215P,bacbda,Magic-Book,Magic-Book
Sideboard Trim,5221P,a6bacb,Magic-Book,Magic-Book
Blue Sideboard,5222T,809ab2,Magic-Book,Magic-Book
Senate Blue,5223D,526d8c,Magic-Book,Magic-Book
Cottage Blue,5224T,829fb9,Magic-Book,Magic-Book
Blue Thread,5225P,b6cad8,Magic-Book,Magic-Book
Vineyard Shadow,5231P,a3b6c5,Magic-Book,Magic-Book
Gray Grape,5232T,7e96ab,Magic-Book,Magic-Book
Blue Nocturne,5233D,4e6780,Magic-Book,Magic-Book
Blue Bramble,5234T,809bb3,Magic-Book,Magic-Book
Pale Morn Sky,5235P,afc6d7,Magic-Book,Magic-Book
Worn Blue Cloth,5241P,a5bdcf,Magic-Book,Magic-Book
State House Blue,5242T,7f9db7,Magic-Book,Magic-Book
Duxbury Blue,5243D,ac7195,Magic-Book,Magic-Book
Northern Sky,5244T,7ea2c1,Magic-Book,Magic-Book
May Iris,5245P,b5cddf,Magic-Book,Magic-Book
Teton Gold,52A,91911F,Magic-Book,Magic-Book
Citrina,53A,909C0C,Magic-Book,Magic-Book
Marsh Green,54A,6E764E,Magic-Book,Magic-Book
Perfumed Powder,6011P,f2e0c1,Magic-Book,Magic-Book
Ivory Palm,6012P,f5e4bc,Magic-Book,Magic-Book
Daisy Petal,6013P,f8ebb5,Magic-Book,Magic-Book
Silent Bliss,6021P,f4dfbf,Magic-Book,Magic-Book
Tiffany Powder,6022P,fae3b9,Magic-Book,Magic-Book
Lidians Apron,6023P,fde4af,Magic-Book,Magic-Book
Star Magnolia,6031P,f9e0b9,Magic-Book,Magic-Book
Whisper Yellow,6032P,ffe2b1,Magic-Book,Magic-Book
Amber Light,6033P,ffdfa6,Magic-Book,Magic-Book
Provincial Bisque,6041P,f9debc,Magic-Book,Magic-Book
Sheer Chiffon,6042P,fadbb1,Magic-Book,Magic-Book
Palest Glow,6043P,ffdeac,Magic-Book,Magic-Book
Delicate Peach,6051P,fbdbb9,Magic-Book,Magic-Book
Crepe De Chine,6052P,fbd9b1,Magic-Book,Magic-Book
Yellow Glove,6053P,fdddac,Magic-Book,Magic-Book
Lalique Peach,6061P,fbd3b9,Magic-Book,Magic-Book
Paris Perfume,6062P,fad3b0,Magic-Book,Magic-Book
Alcove Ivory,6063P,fadaac,Magic-Book,Magic-Book
Avant Garde,6071P,f6ceb8,Magic-Book,Magic-Book
Tea Gown,6072P,fcd3b3,Magic-Book,Magic-Book
Feather Plume,6073P,ffdaae,Magic-Book,Magic-Book
Infant Smile,6081P,f4cab8,Magic-Book,Magic-Book
So Dainty,6082P,f8ccaf,Magic-Book,Magic-Book
Musing,6083P,fed5ae,Magic-Book,Magic-Book
Paper Pink,6091P,efc6b8,Magic-Book,Magic-Book
Pretty Dawn,6092P,f2c9bc,Magic-Book,Magic-Book
Magnolia Blossom,6093P,f6cabd,Magic-Book,Magic-Book
Sarah S Sash,6101P,eec0bb,Magic-Book,Magic-Book
Timeless Pink,6102P,f1c7c3,Magic-Book,Magic-Book
Fairy Breath,6103P,f5cdc5,Magic-Book,Magic-Book
Pink Rosette,6111P,eec3c6,Magic-Book,Magic-Book
Pink Camellias,6112P,f3d0cf,Magic-Book,Magic-Book
Rose Breath,6113P,f6c7c7,Magic-Book,Magic-Book
Rose Sachet,6121P,eec1c7,Magic-Book,Magic-Book
